name,city,address,website,email,phone,fax,employees,year_founded,net_assets,net_assets_currency,net_assets_year
Aptiv Services Deutschland GmbH,Wuppertal,42367 Wuppertal Deutschland,www.aptiv.com,info@aptiv.com,+492022910,+492022912777,,,,,
Arbeitsschutz RAVE GmbH,Tönisvorst,Benrader Str. 50 47918 Tönisvorst Deutschland,www.rave-shop.de,info@rave-shop.de,+4921517888828,+4921517888810,,,,,
ARBURG GmbH & Co. KG,Loßburg,Arthur-Hehl-Str. 72290 Loßburg Deutschland,www.arburg.com,contact@arburg.com,+497446330,+497446333365,,,,,
Arca Regler GmbH,Tönisvorst,Kempener Str. 18 47918 Tönisvorst Deutschland,www.arca-valve.com,sale@arca-valve.com,+49215677090,+492156770955,,,,,
ARI-Armaturen Albert Richter GmbH & Co. KG,Schloß Holte-Stukenbrock,Mergelheide 56-60 33758 Schloß Holte-Stukenbrock Deutschland,www.ari-armaturen.de,info.vertrieb@ari-armaturen.com,+4952079940,+495207994298,,,,,
Armaturenfabrik FranzSchneider GmbH & Co. KG,Nordheim,Bahnhofplatz 12 74226 Nordheim Deutschland,www.as-schneider.com,rolf.kummer@as-schneider.com,+4971331010,+497133101148,,,,,
Armaturenwerk Hötensleben GmbH,Hötensleben,Schulstr. 5-6 39393 Hötensleben Deutschland,www.awh.eu,info@awh.de,+4939405920,+493940592111,,,,,
Arno Arnold GmbH,Obertshausen,Bieberer Str. 161 63179 Obertshausen Deutschland,www.arno-arnold.de,info@arno-arnold.de,+496104400000,+496104400099,,,,,
Arno Werkzeuge Karl-Heinz Arnold GmbH,Ostfildern,Karlsbader Str. 4 73760 Ostfildern Deutschland,www.arno.de,info@arnold.de,+49711348020,+4971134802130,,,,,
Arnold Umformtechnik GmbH & Co.KG,Forchtenberg,Carl-Arnold-Str. 25 74670 Forchtenberg Deutschland,www.arnold-umformtechnik.de,Invoices@arnold-fastening.com,+4979478210,+497947821111,,,,,
Arnz Flott GmbH Werkzeugmaschinen,Remscheid,Vieringhausen 131 42857 Remscheid Deutschland,www.flott.de,info@flott.de,+4921919790,+492191979222,,,,,
ARVAL Deutschland GmbH,Oberhaching,Bajuwarenring 5 82041 Oberhaching Deutschland,www.arval.de,kontakt@arval.de,+4989744230,+498974423240,,,,,
arvato Systems GmbH,Gütersloh,An der Autobahn 200 33333 Gütersloh Deutschland,www.info@arvato-systems.de,info@arvato-logistics-services.de,+4952418080888,+49524180806006,,,,,
AS-International Association,Gelnhausen,Zum Taubengarten 52 63571 Gelnhausen Deutschland,www.as-interface.net,info@as-interface.net,+496051473212,+496051473282,,,,,
1A Edelstahl GmbH,PICHL / WELS,Geisensheim 6 4632 PICHL / WELS Österreich,www.aschl-edelstahl.com,office@aschl-edelstahl.com,+437247877813,+437242877840,,,,,
ASCO Numatics GmbH,Ölbronn-Dürrn,Otto-Hahn-Str. 5 75248 Ölbronn-Dürrn Deutschland,www.ascojoucomatic.de,info@ascojoucomatic.de,+4972379960,+4972379961,,,,,
asecos GmbH,Gründau,Weiherfeldsiedlung 16- 18 63584 Gründau Deutschland,www.asecos.com,info@asecos.com,+49605192200,+496051922010,,,,,
ASENTICS GmbH & Co. KG,Siegen,Birlenbacher Str. 18 57078 Siegen Deutschland,www.asentics.de,info@asentics.de,+49271303910,+492713039119,,,,,
QDA SOLUTIONS GmbH,Lübeck,Heiligen-Geist-Kamp 4 A 23568 Lübeck Deutschland,www.qda-solutions.com,info@qda-solutions.com,+49451610770,+49451621777,,,,,
ASKIA GmbH,Willich,Drahtzieher Weg 5 47877 Willich Deutschland,www.askiagmbh.de,info@askiagmbh.de,+4921549549766,+4921549548309,,,,,
ASMPT GmbH & Co. KG,München,Rupert-Mayer-Str. 48 81379 München Deutschland,www.smt.asmpt.com/,web.asm@asmpt.com,+4989208000,+49892080036692,,,,,
ASS Maschinenbau GmbH,Overath,Klef 2 51491 Overath Deutschland,www.ass-automation.com/de,info@ass-automation.com,+492206905470,+4922069054791,,,,,
ASSCON Systemtechnik- Elektronik GmbH,Königsbrunn,Messerschmittring 35 86343 Königsbrunn Deutschland,www.asscon.de,info@asscon.de,+498231959910,+49823190054,,,,,
Asseco Solutions AG,Karlsruhe,Amalienbadstr. 41 c 76227 Karlsruhe Deutschland,www.scslive.com,info@asseco.de,+49721914320,+4972191432298,,,,,
assonic Dorstener Siebtechnik GmbH,Radevormwald,Am Graben 2-6 42477 Radevormwald Deutschland,www.assonic.de,info@assonic.de,+4921915911823,+4921915912008,,,,,
AST Beschichtungstechnik,Rot am See,Rudolf-Diesel-Str. 6 74585 Rot am See Deutschland,www.thermcoat.de,ast@thermcoat.de,+49795593600,+497955936060,,,,,
ASTA Eismann GmbH,Beckum,Mark I 16 59269 Beckum Deutschland,www.asta-eismann.de,info@asta-eismann.de,+49252593060,+492525930620,,,,,
STÜBBE GmbH & Co. KG,Vlotho,Hollwieser Str. 5 32602 Vlotho Deutschland,www.stuebbe.com,contact@stuebbe.de,+4957337990,+4957337995000,,,,,
Asyril SA,Villaz-St.Pierre,Z.I.du Vivier 22 1690 Villaz-St.Pierre Schweiz,www.asyril.ch,,+41266537190,+41266537191,,,,,
ASYS Automatisierungssysteme GmbH,Dornstadt,Benzstr. 10 89160 Dornstadt Deutschland,www.asys-group.com,info@asys-group.com,+49734898550,+497348985593,,,,,
AT-Automation Technology GmbH,Bad Oldesloe,Hermann-Bössow-Str. 6-8 23843 Bad Oldesloe Deutschland,www.automationtechnology.de,info@automationtechnology.de,+494531880110,+4945318801120,,,,,
AT&S Austria Technologie & Systemtechnik Aktiengesellschaft,Leoben-Hinterberg,Fabriksgasse 13 8700 Leoben-Hinterberg Österreich,www.ats.net,info@ats.net,+4338422000,+433842200216,,,,,
ATEcare Service GmbH & Co. KG,Aichach,Kirchbergstr. 21 86551 Aichach Deutschland,www.atecare.de,info@ATEcare.com,+498131318575120,+498131318575411,,,,,
ATEK Antriebstechnik Willi Glapiak GmbH,Rellingen,Siemensstr. 47 25462 Rellingen Deutschland,www.atek.de,claudia.fuetterer@atek.de,+49410179530,+494101795320,,,,,
ATF GmbH,Collenberg,Bildstr. 27 a 97903 Collenberg Deutschland,www.atf-collenberg.de,ino@atf-collenberg.de,+49937697110,+499376971129,,,,,
ATHOS Elektrowerkzeuge GmbH,Lüdenscheid,Westerfelder Weg 25 58515 Lüdenscheid Deutschland,www.athos-de.de,,+49235194880,+492351948825,,,,,
Atlanta Antriebssysteme GmbH,Bietigheim-Bissingen,Adolf-Heim-Str. 16 74321 Bietigheim-Bissingen Deutschland,www.atlantagmbh.de,Info@AtlantaGmbH.de,+49714270010,+497142700199,,,,,
Atlantic C GmbH,Bernkastel-Kues,Saarallee 18 54470 Bernkastel-Kues Deutschland,www.atlanticc.info,info@atlanticc.com,+496531501970,+49653150197197,,,,,
Atlas Copco Kompressoren und Drucklufttechnik GmbH,Essen,Langemarckstr. 35 45141 Essen Deutschland,www.atlascopco.com,atlascopco.deutschland@de.atlascopco.com,+4920121770,,,,,,
Atlas Copco Tools Central Europe GmbH,Essen,Langemarckstr. 35 45141 Essen Deutschland,www.atlascopco.com,tools.de@atlascopco.com,+4920121770,+492012177100,,,,,
ATLAS-Schuhfabrik GmbH & Co. KG,Dortmund,Frische Luft 159 44319 Dortmund Deutschland,www.atlasschuhe.de,info@atlasschuhe.de,+4923192420,+492319242250,,,,,
ATMOS MedizinTechnik GmbH & Co. KG,Lenzkirch,Ludwig-Kegel-Str. 16 79853 Lenzkirch Deutschland,www.atmosmed.de,atmos@atmosmed.de,+4976536890,+497653689190,,,,,
ATOS SPA,Sesto Calende VA,Via alla Piana 57 21018 Sesto Calende VA Italien,www.atos.com,scmail@atos.com,+39331922078,+39331920005,,,,,
ATR Industrie-Elektronik GmbH,Krefeld,Siempelkampstr. 50 47803 Krefeld Deutschland,www.atrie.de,info@atrie.de,+492151926100,+492151926101,,,,,
ATS-Tanner GmbH Banderoliersysteme,Heidelberg,Im Breitspiel 6 69126 Heidelberg Deutschland,www.ats-tanner.de,info@-ats-tanner.de,+4962213389860,+4962213389861,,,,,
attoCube Systems AG,Haar,Eglfinger Weg 2 85540 Haar Deutschland,www.attocube.com,info@attocube.com,+498928778090,+498942079720190,,,,,
Ätztechnik Herz GmbH & Co.,Epfendorf,Industriegebiet 78736 Epfendorf Deutschland,www.aetztechnik-herz.de,info@aetztechnik-herz.de,+49740492140,+497404921430,,,,,
AUCOTEAM GmbH,Berlin,Storkower Str. 115 a 10407 Berlin Deutschland,www.aucoteam.de,brhiemeier@aucoteam.de,+493042188440,+494232709,,,,,
AUCOTEC AG,Isernhagen,Hannoversche Str. 105 30916 Isernhagen Deutschland,www.aucotec.com,info@aucotec.com,+4951161030,+49511614074,,,,,
AUER Packaging GmbH,Amerang,Am Kroit 25/27 83123 Amerang Deutschland,www.auer-packaging.de,info@auer-packaging.de,+498075913330,+4980759133329,,,,,
August Mink GmbH & Co. KG,Göppingen,Wilhelm-Zwick-Str. 13 -30 73035 Göppingen Deutschland,www.mink-buersten.de,info@mink-buersten.de,+49716140310,+497161403150,,,,,
Rüggeberg GmbH & Co. KG PFERD-Werkzeuge,Marienheide,Hauptstr. 13 51709 Marienheide Deutschland,www.pferd.com/de,info@pferd.com,+492264900,+4922649400,,,,,
August Steinmeyer GmbH & Co. KG,Albstadt,Riedstr. 7 72458 Albstadt Deutschland,www.steinmeyer.com,info@steinmeyer.com,+49743112880,+497431128889,,,,,
AUKOM e.V. c/o Dr. Franz Wäldele,Braunschweig,Lauestr. 11 38116 Braunschweig Deutschland,www.aukom.info,webmaster@aukom.info,+493520554598,,,,,,
Auktionen Huber Andreas Huber,München,Leopoldstr. 244 80807 München Deutschland,www.auktionen-huber.de,info@auktionen-huber.de,+498914883080,+4989148830860,,,,,
AUMA Riester GmbH & Co. KG,Müllheim,Aumastr. 1 79379 Müllheim Deutschland,www.auma.com,Riester@auma.com,+4976318090,+4976318091250,,,,,
Aurolia Technologies GmbH,Meiningen,Auf der Höhe 1 98617 Meiningen Deutschland,www.aurolia.de,info@aurolia.de,+4936933693885310,+4936933693885312,,,,,
ausecus GmbH,Augsburg,Werner-von-Siemens-Str. 6 86159 Augsburg Deutschland,www.ausecus.com,info@ausecus.com,+498212070970,+4982120709799,,,,,
Autodesk GmbH,München,Aidenbachstr. 56 81379 München Deutschland,www.autodesk.de,infoline.muc@autodesk.com,+4989547690,+498954769400,,,,,
AutoForm Engineering GmbH,Wilen,Fällmisstr. 2 8832 Wilen Schweiz,www.autoform.com,info@autoform.ch,+41434446161,+41434446162,,,,,
Automata GmbH & Co. KG,Ried,Gewerbering 5 86510 Ried Deutschland,www.cannon-automata.com,info.automata.de@cannon.com,+49823379160,+498233791699,,,,,
API Automated Precision Europe GmbH,Heidelberg,Im Breitspiel 17 69126 Heidelberg Deutschland,www.apisensor.com,info@apisensor.com,+4962217298050,+49622172980523,,,,,
Automation24 GmbH,Essen,Hinsbecker Löh 10 45257 Essen Deutschland,www.automation24.com,info@automation24.com,+492015231300,+4920152313029,,,,,
Autostore System GmbH,Mönchengladbach,Im Striep 10 41069 Mönchengladbach Deutschland,www.autostoresystem.com,,+492161573922,,,,,,
AUTOTRONIK-SMT GmbH,Amberg,Sulzbacher Str. 111 92224 Amberg Deutschland,www.autotronik-smt.com,office@autotronik-smt.com,+499621600691,+499621600692,,,,,
autoVimation GmbH Peter Neuhaus,Rheinstetten,Römerweg 1 76287 Rheinstetten Deutschland,www.autovimation.com,sales@autovimation.com,+497216276756,+497216276759,,,,,
AUVESY GmbH,Landau,Fichtenstr. 38 B 76829 Landau Deutschland,www.auvesy.de,info@auvesy.de,+4963416810300,+4963416810311,,,,,
BHS Process Technology GmbH & Co. KG,Herrsching,Heinestr. 5 82211 Herrsching Deutschland,www.ava-huep.de,info@ava-huep.de,+49815293920,+498152939291,,,,,
Aventics GmbH,Laatzen,Ulmer Str. 4 30880 Laatzen Deutschland,www.aventics.com,Anfrage.De@Emerson.com,+4951121360,+495112136269,,,,,
AVL Deutschland GmbH,Mainz-Kastel,Peter-Sander-Str. 32 55252 Mainz-Kastel Deutschland,www.avl.com,avl.deutschland@avl.com,+49613471790,+49613471793588,,,,,
Avrios International AG,Zürich,Weststr. 50 8003 Zürich Schweiz,www.avrios.com,hello@avrios.com,+418921546450,,,,,,
AVS Ing. J.C. Römer GmbH,Königsdorf,Grundstr. 7 82549 Königsdorf Deutschland,www.avs-roemer.de,info@avs-roemer.de,+49817992610,+498179926144,,,,,
AXA Entwicklungs- und Maschinenbau GmbH,Schöppingen,Münsterstr. 57 48624 Schöppingen Deutschland,www.axa-maschinenbau.de,mail@axa-maschinenbau.de,+492555870,+4925551496,,,,,
Axel Semrau GmbH & Co. KG,Sprockhövel,Stefansbecke 42 45549 Sprockhövel Deutschland,www.axel-semrau.de,info@axel-semrau.de,+49233912090,+4923396030,,,,,
Axelent GmbH,Stuttgart,Tränkestr. 11 70597 Stuttgart Deutschland,www.axelent.de/,sales@axelent.de,+497112525090,+4971125250949,,,,,
AxFlow GmbH,Düsseldorf,Theodorstr. 105 40472 Düsseldorf Deutschland,www.axflow.de,info@axflow.de,+49211238060,+492112380620,,,,,
GFT Smart Technology Solutions GmbH,Karlsruhe,Vincenz-Prießnitz-Str. 1 76131 Karlsruhe Deutschland,www.gft.com,info@axoom.com,+49,,,,,,
AZ-Armaturen GmbH,Mönchweiler,Waldstr. 7 78087 Mönchweiler Deutschland,www.az-armaturen.de,info@az-armaturen.de,+49772175040,+497721750413,,,,,
AZO GmbH & Co. KG,Osterburken,Rosenberger Str. 28 74706 Osterburken Deutschland,www.azo.com/de-de,azo-group@azo.com,+496291920,+496291929500,,,,,
B + B Thermo-Technik GmbH,Donaueschingen,Heinrich-Hertz-Str. 4 78166 Donaueschingen Deutschland,www.bb-sensors.com,info@bb-sensors.com,+4977183160,+49771831650,,,,,
B. Braun Melsungen AG,Melsungen,Carl-Braun-Str. 1 34212 Melsungen Deutschland,www.bbraun.de,info@bbraun.de,+495661710,+495661714567,,,,,
B. Ketterer Söhne GmbH & Co. KG,Furtwangen,Bahnhofstr. 20 78120 Furtwangen Deutschland,www.ketterer.de,info@ketterer.de,+49772393230,+497723932350,,,,,
B.E.STAT Elektronik Elektrostatik GmbH,Kesselsdorf,Zum Alten Dessauer 13 01723 Kesselsdorf Deutschland,www.bestat-esd.com,info@bestat-esd.com,+4935204203910,+493520420399,,,,,
B&R Industrie-Elektronik GmbH,Bad Homburg,Am Weidenring 56 61352 Bad Homburg Deutschland,www.br-automation.com,office.de@br-automation.com,+49617240190,+496172457790,,,,,
b+b Automations- und Steuerungstechnik GmbH,Oberzent,Dieselstr. 18 64760 Oberzent Deutschland,www.bb-steuerungstechnik.de,info@bb-automation.com,+496068478910,,,,,,
B+S GmbH Logistik und Dienstleistungen,Borgholzhausen,Am Teuto 12 33829 Borgholzhausen Deutschland,www.b-slogistik.de,info@b-slogistik.de,+49542527970,+4954252797311,,,,,
Babtec Informationssysteme GmbH,Wuppertal,Clausenstr. 21 42285 Wuppertal Deutschland,www.babtec.de,info@babtec.de,+4920249600,,160,1994,,,
Bachmann electronic GmbH,FELDKIRCH-TOSTERS,Kreuzäckerweg 33 6800 FELDKIRCH-TOSTERS Österreich,www.bachmann.at,vertrieb@bachmann.at,+43552234970,+4355223497102,,,,,
bachmann engineering ag,Zofingen,Henzmannstr. 8 4800 Zofingen Schweiz,www.bachmann-ag.com,info@bachmann-ag.com,+41627524949,+41627514647,,,,,
Bachofen AG,Uster,Ackerstr. 42 8610 Uster Schweiz,www.bachofen.ch,info@bachofen.ch,+41449441111,+41449441233,,,,,
BACTOFORCE GmbH,Bönen,Edisonstr. 3 A 59199 Bönen Deutschland,www.bactoforce.de,bactoforce@bactoforce.de,+49238391260,+492383912629,,,,,
BAD Gesundheitsvorsorge und Sicherheitstechnik GmbH hauptgeschäftsstelle,Bonn,Herbert-Rabius-Str. 1 53225 Bonn Deutschland,www.bad-gmbh.de,info@bad-gmbh.de,+49228400720,,,,,,
Badger Meter Europa GmbH,Neuffen,Nürtinger Str. 76 72639 Neuffen Deutschland,www.badgermeter.de,badger@badgermeter.de,+49702592080,+497025920815,,,,,
BAHSYS GmbH,Overath,Am Weidenbach 8-10 51491 Overath Deutschland,www.bahsys.de,service@bahsys.de,+49220690851200,,,,,,
Baier & Michels GmbH & Co. KG,Ober-Ramstadt,Carl-Schneider-Str. 1 64372 Ober-Ramstadt Deutschland,www.baier-michels.de,info@baier-michels.de,+496154696000,+4961546960500,,,,,
BALLUFF GmbH,Neuhausen,Schurwaldstr. 9 73765 Neuhausen Deutschland,www.balluff.com,balluff@balluff.de,+4971581730,+4971585010,,,,,
Balver Zinn Josef Jost GmbH & Co. KG,Balve,Blintroper Weg 11 58802 Balve Deutschland,www.balverzinn.com,cia@balverzinn.com,+4923759150,+492375915114,,,,,
BAM GmbH,Weiden,Dr.-Müller-Str. 26 92637 Weiden Deutschland,www.bam.group,info@bam.group,+499602617540,+4996160007900,,,,,
bar pneumatische Steuerungssysteme GmbH,Dattenberg,Auf der Hohl 1 53547 Dattenberg Deutschland,www.bahr-gmbh.de,bar-info@wattswater.com,+49264496070,+492644960735,,,,,
Barksdale Control Products GmbH,Reichelsheim,Dorn-Assenheimer-Str. 27 61203 Reichelsheim Deutschland,www.barksdale.de,info@barksdale.de,+4960359490,+496035949111,,,,,
BARLOG plastics GmbH,Overath,Am Weidenbach 8-10 51491 Overath Deutschland,www.barlogplastics.de,customerservice@barlogplastics.com,+49220690851100,+49226392490,,,,,
Barriquand Technologies Thermiques,Roanne Cedex,Rue Saint Claude 9-13 42334 Roanne Cedex Frankreich,www.barriquand.com,info@barriquand.com,+33477442220,+33477442229,,,,,
BARTEC Top Holding GmbH,Bad Mergentheim,Max-Eyth-Str. 16 97980 Bad Mergentheim Deutschland,www.bartec.de,info@bartec.de,+4979315970,+497931597119,,,,,
Barth GmbH,Tacherting,Gerhard-Meister-Str. 5 83342 Tacherting Deutschland,www.barth-maschinenbau.de,info@barth-maschinenbau.de,+4986215050600,+4986215050606,,,,,
BASF 3D Printing Solutions GmbH,Heidelberg,Speyerer Str. 4 69115 Heidelberg Deutschland,www.forward-am.com,,+49622167417900,,,,,,
Basler AG,Ahrensburg,An der Strusbek 60-62 22926 Ahrensburg Deutschland,www.baslerweb.com,info@baslerweb.com,+4941024630,+494102463599,,,,,
Baublys Laser GmbH,Ludwigsburg,Mauserstr. 19 71640 Ludwigsburg Deutschland,www.baublys.de,info@baublys.de,+49714185350,+497141853515,,,,,
Paul Bauder GmbH & Co. KG,Stuttgart,Korntaler Landstr. 63 70499 Stuttgart Deutschland,www.bauder.de,stuttgart@bauder.de,+4971188070,+497118807300,,,,,
Bauer & Böcker GmbH & Co. KG,Remscheid,Lange Str. 21 42857 Remscheid Deutschland,www.bauer-boecker.de,info@bauer-boecker.de,+49219171075,+4921915609940,,,,,
Bauer Gear Motor GmbH,Esslingen,Eberhard-Bauer-Str. 37 73734 Esslingen Deutschland,www.bauergears.com,info@bauergears.com,+4971135180,+497113518381,,,,,
Bauer GmbH,Südlohn,Eichendorffstr. 62 46354 Südlohn Deutschland,www.bauer-suedlohn.de,info@bauer-suedlohn.de,+4928627090,+492862709155,,,,,
Bauer Systeme GmbH,Bretten,Steinäcker 7 75015 Bretten Deutschland,www.bauersysteme.de,info@bauersysteme.de,+497252583770,+49072525837750,,,,,
Baumann GmbH,Amberg,Oskar-von-Miller-Str. 7 92224 Amberg Deutschland,www.baumann-automation.com/baumann-cms/index.php,info@baumann-automation.com,+49962167540,+4996216754922,,,,,
Baumer Electric AG,Frauenfeld,Hummelstr. 17 8501 Frauenfeld Schweiz,www.baumerelectric.ch,sales.ch@baumergroup.com,+41527281155,+41527281144,,,,,
Bausch + Ströbel SE & Co. KG,Ilshofen,Parkstr. 1 74532 Ilshofen Deutschland,www.bausch-stroebel.com,info@bausch-stroebel.de,+4979047010,+497904701222,,,,,
Bayerische Metallwerke GmbH,Dachau,Leitenweg 5 85221 Dachau Deutschland,www.wolfram-industrie.de,info@wolfram-industrie.de,+4981317030,+498131703101,,,,,
bc-technology GmbH,Frickenhausen,Carl-Zeiss-Str. 4 72636 Frickenhausen Deutschland,www.bc-technology.de,info@bc-technology.de,+497022279710,+49702227971199,,,,,
BCT Technology AG,Willstätt,Im Lossenfeld 9 77731 Willstätt Deutschland,www.bct-technology.com,info@bct-technology.com,+4978529960,+497852996100,,,,,
BD Sensors GmbH,Thierstein,BD-Sensors-Str. 1 95199 Thierstein Deutschland,www.bdsensors.de,info@bdsensors.de,+49923598110,+499235,,,,,
BE.services GmbH,Kempten,Heisinger Str. 12 87437 Kempten Deutschland,www.be-services.net,info@be-services.net,+4983196069991,+4983196069990,,,,,
Beamex GmbH,Mönchengladbach,Am Nordpark 1 41069 Mönchengladbach Deutschland,www.beamex.com/de,beamex.de@beamex.com,+492161621150,+4921616211599,,,,,
Smyczek GmbH,Verl,Eiserstr. 93 33415 Verl Deutschland,www.smyczek.de,info@smyczek.de,+49524670900,+49709099,,,,,
Katek Frickenhausen GmbH,Frickenhausen,Max-Planck-Str. 6 72636 Frickenhausen Deutschland,www.bebro.de,info.katek-fr@katek-group.com,+49702240030,+4970224003179,,,,,
Bechtle AG,Neckarsulm,Bechtle Platz 1 74172 Neckarsulm Deutschland,www.bechtle.com,kontakt@bechtle.com,+4971329810,,,,,,
Beck GmbH Druckkontrolltechnik,Steinenbronn,Ferdinand-Steinbeis-Str. 4 71144 Steinenbronn Deutschland,www.beck-sensors.com,sales@beck-sensors.com,+49715752870,+497157528783,,,,,
Beck IPC GmbH,Wetzlar,Nauborner Str. 184 35578 Wetzlar Deutschland,www.beck-ipc.com,info@beck-ipc.com,+49644130920,+4964413092400,,,,,
Becker & Müller Schaltungsdruck GmbH,Steinach,Bildstöckle 11 77790 Steinach Deutschland,www.becker-mueller.de,Brief@becker-mueller.de,+49783291800,+497832918035,,,,,
Beckhoff Automation GmbH & Co. KG,Verl,Hülshorstweg 20 33415 Verl Deutschland,www.beckhoff.de,info@beckhoff.com,+4952469630,+495246963198,,,,,
BECKTRONIC GmbH,Weitefeld,Bahnhofstr. 12 57586 Weitefeld Deutschland,www.becktronic.de,info@becktronic.de,+49274392040,+49274343984398,,,,,
BEER Fördertechnik GmbH,Groß-Umstadt,Am Gewerbepark 43 64832 Groß-Umstadt Deutschland,www.beer-ft.de,info@beer-ft.de,+496078968330,+496163930350,,,,,
beflex electronic GmbH,Frickenhausen,Robert-Bosch-Str. 11 72636 Frickenhausen Deutschland,www.bebro.de,info@beflex.de,+497022243300,+497022243301,,,,,
BEHN + BATES Maschinenfabrik GmbH & Co. KG,Münster,Robert-Bosch-Str. 6 48153 Münster Deutschland,www.behnbates.com,sales@behnbates.com,+4925197960,+492519796260,,,,,
Behringer GmbH,Kirchardt,Industriestr. 23 74912 Kirchardt Deutschland,www.behringer.net,info@behringer.net,+4972662070,+497266207500,,,,,
Beijer Electronics GmbH & Co. KG,Nürtingen,Max-Eyth-Str. 21 72622 Nürtingen Deutschland,www.beijerelectronics.de,info@beijerelectronics.de,+4970229660552,+4970229660103,,,,,
BEKO TECHNOLOGIES GmbH,Neuss,Im Taubental 7 41468 Neuss Deutschland,www.beko-technologies.com,info@beko-technologies.com,+4921319880,+492131988900,,,,,
BEKUM - Maschinenfabriken GmbH,Berlin,Kitzingstr. 15-19 12277 Berlin Deutschland,www.bekum.de,sales@bekum.de,+4930749001,+493074902441,,,,,
Belden Europe,Venlo,Edisonstraat 9 5928 PG Venlo Niederlande,www.beldensolutions.com,,+31773878555,+31773878488,,,,,
Belec-Spektrometrie- Optoelektronik GmbH,Georgsmarienhütte,Hamburger Str. 12 49124 Georgsmarienhütte Deutschland,www.belec.de,info@belec.de,+49540187090,+495401870928,,,,,
